episode,total_demand,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20,cluster_21,cluster_22,cluster_23,cluster_24,cluster_25,cluster_26,cluster_27,cluster_28,cluster_29,cluster_30,cluster_31,cluster_32,cluster_33,cluster_34,cluster_35,cluster_36,cluster_37,cluster_38,cluster_39,cluster_40,cluster_41,cluster_42,cluster_43,cluster_44,cluster_45,cluster_46,cluster_47,cluster_48
130,1841,9,1,4,11,12,2,0,17,16,14,25,6,2,5,62,55,84,20,3,7,36,61,278,105,3,2,43,37,80,149,84,38,14,17,76,47,64,84,0,63,74,25,6,34,32,13,10,9,2
131,1827,7,0,5,28,8,2,0,13,16,11,14,7,2,11,46,51,62,21,1,10,30,68,267,120,3,5,43,39,74,130,74,44,20,32,103,54,57,85,1,42,72,16,13,44,33,19,12,8,4
132,1798,13,2,3,20,9,2,0,11,15,13,19,12,2,9,44,47,64,14,0,13,47,54,269,96,1,4,55,53,84,143,85,48,14,19,69,32,64,67,1,50,91,16,21,47,17,22,9,7,1
133,1835,8,0,5,17,14,1,0,12,22,5,22,10,5,6,49,57,87,7,2,9,40,68,265,114,4,9,54,37,75,147,77,39,20,15,79,46,57,60,1,48,83,19,25,42,27,17,18,7,4
134,1808,11,0,3,22,13,0,0,12,16,19,23,3,2,8,43,51,79,16,3,11,29,59,296,113,6,3,33,52,67,106,91,62,9,22,67,30,71,73,0,40,90,26,12,41,27,21,15,9,3
135,1820,9,0,7,16,7,3,0,15,21,11,23,10,4,9,40,61,91,11,0,8,31,49,269,131,6,6,33,37,70,161,92,44,17,24,78,42,63,62,0,42,80,14,16,46,22,11,24,4,0
136,1810,14,3,6,27,15,6,0,7,17,12,25,7,4,8,52,66,71,16,3,12,30,56,281,115,5,4,31,37,67,119,90,45,12,32,69,46,73,63,2,47,85,24,13,38,19,14,18,3,1
137,1733,4,1,8,12,15,2,0,12,14,17,26,3,3,8,35,48,61,16,3,7,32,55,251,117,6,2,52,35,75,147,71,45,21,18,71,38,63,87,0,31,69,16,14,47,28,14,14,14,5
138,1797,10,0,1,15,10,3,0,10,17,4,18,6,3,10,42,51,71,8,1,9,34,52,280,119,2,4,47,37,65,144,91,45,13,27,77,32,57,69,0,58,91,23,13,42,34,25,11,11,5
139,1819,8,1,7,21,10,3,0,14,21,9,23,7,3,8,48,56,67,14,3,7,29,49,289,98,5,2,42,50,83,150,79,35,14,17,79,43,61,95,1,49,90,24,12,33,24,15,11,6,4
140,1800,6,1,5,20,12,5,0,14,29,5,29,10,1,9,59,57,70,11,3,9,25,52,250,122,2,7,50,43,57,124,88,40,17,26,86,46,79,78,1,34,72,24,24,30,22,13,18,12,3
141,1753,10,2,6,17,17,2,0,10,16,11,20,9,0,5,55,48,66,14,3,5,39,45,298,107,6,4,36,39,59,138,66,35,17,22,77,47,68,75,6,41,74,24,12,34,22,20,13,8,5
142,1809,8,1,4,26,7,3,0,21,27,11,12,19,0,11,44,50,75,16,2,17,33,51,274,100,7,1,56,37,69,136,82,48,14,19,86,41,64,82,0,33,80,24,11,43,31,13,12,7,1
143,1878,13,0,6,22,10,2,0,11,13,7,18,15,1,8,53,59,65,17,2,5,44,46,270,123,5,4,57,42,69,142,69,57,17,27,86,53,72,85,0,50,76,27,22,33,36,20,7,8,4
144,1890,15,1,6,27,5,2,0,24,18,7,23,7,0,2,53,49,83,16,3,9,36,59,320,133,6,5,37,28,79,138,99,34,10,25,80,43,61,68,1,44,87,21,12,41,28,18,18,9,0
145,1832,14,2,4,18,8,5,0,12,26,13,27,6,2,6,57,63,62,17,1,8,33,45,264,116,5,4,49,38,72,141,92,42,19,25,79,43,70,72,0,56,78,22,13,54,24,11,9,4,1
146,1839,14,1,5,20,17,4,0,8,21,4,29,8,1,8,51,57,62,10,3,10,37,56,295,100,4,9,42,39,70,142,75,35,16,22,71,42,80,103,1,53,90,22,10,40,21,13,12,5,1
147,1874,8,3,2,17,23,3,0,13,26,13,20,12,1,10,49,48,69,16,4,11,18,46,289,135,7,4,51,34,62,137,77,46,23,23,101,34,79,73,3,52,76,18,22,47,23,19,11,12,4
148,1877,12,0,5,20,11,3,0,16,28,12,21,8,2,9,48,48,77,16,5,21,28,58,298,135,7,7,48,40,61,141,73,48,17,25,81,37,47,74,0,54,82,24,14,44,30,11,18,11,2
149,1825,4,0,8,19,7,0,0,16,19,11,26,7,1,10,54,50,62,16,3,7,34,65,303,121,3,3,51,41,62,157,77,42,13,14,77,30,58,82,3,54,77,15,13,44,24,15,13,9,5
150,1775,11,0,3,18,10,2,0,9,18,11,21,5,4,3,56,52,66,15,4,14,29,56,274,114,5,6,47,50,55,129,69,40,10,17,89,47,60,77,4,39,74,24,16,48,25,21,12,13,3
151,1813,9,1,4,25,9,1,0,9,13,13,24,6,2,8,56,55,78,11,3,12,32,55,267,138,2,10,36,45,66,136,68,38,18,23,72,45,64,78,0,46,86,25,14,46,28,18,13,4,1
152,1819,7,0,5,15,9,0,0,10,14,14,16,9,1,6,54,54,79,13,2,20,39,55,274,103,9,4,55,30,69,168,67,52,12,27,70,37,65,63,4,51,86,21,12,51,25,17,10,10,5
153,1803,13,0,4,15,11,4,0,12,17,11,25,4,2,7,45,52,58,22,2,3,38,47,286,126,7,9,27,45,59,140,84,42,19,19,78,45,71,76,1,40,83,24,11,51,26,13,23,5,1
154,1815,11,0,8,24,12,1,0,11,21,11,23,9,2,5,56,63,74,11,4,8,32,57,270,108,5,4,39,56,62,132,98,53,23,21,72,47,58,63,0,46,79,21,7,40,27,12,14,10,5
155,1927,7,1,4,26,16,4,0,11,11,14,26,8,3,8,61,59,71,19,3,5,42,56,291,125,6,7,36,51,80,121,109,45,10,36,79,34,73,75,0,51,86,31,14,41,25,20,17,7,2
156,1815,12,0,3,22,11,2,0,15,19,9,22,10,2,10,42,67,73,15,3,4,36,58,260,123,7,2,43,38,64,144,84,49,12,21,86,48,57,81,1,40,78,28,11,36,23,16,16,7,5
157,1803,10,3,3,17,14,2,0,9,20,11,23,9,3,10,38,55,62,11,1,5,38,53,300,138,7,4,43,38,54,130,77,46,18,34,76,41,57,69,0,56,91,17,13,41,24,13,14,3,2
158,1812,7,1,6,17,16,1,0,5,22,10,29,7,1,6,50,67,60,18,0,7,33,60,283,109,5,5,41,42,70,157,68,44,30,24,92,38,49,69,1,52,79,21,8,50,17,12,16,6,1
159,1789,14,2,7,18,6,2,0,15,20,13,16,12,3,5,51,59,73,16,3,7,19,59,280,107,5,4,59,38,69,133,74,41,21,27,58,44,75,71,2,53,66,17,15,50,22,14,19,4,1
160,1813,10,0,5,21,15,2,0,16,24,8,20,8,4,10,46,53,86,17,1,14,35,57,275,121,5,6,47,40,63,133,88,52,17,23,68,34,72,68,2,46,65,20,8,48,19,17,13,9,2
161,1811,13,0,6,12,10,1,0,8,22,9,29,11,2,6,36,68,64,13,3,12,40,47,303,117,6,4,32,49,76,124,88,52,13,14,70,53,67,71,1,51,70,20,13,49,24,14,8,8,2
162,1791,10,1,5,18,14,2,0,10,14,13,13,10,4,10,37,55,72,21,1,7,23,53,256,126,5,4,41,34,73,121,89,42,21,40,66,39,74,98,1,54,77,25,14,38,24,19,12,4,1
163,1830,13,1,7,22,10,2,0,14,20,11,18,5,4,4,48,50,69,13,3,4,28,65,298,117,3,3,44,59,83,126,77,39,19,26,68,39,60,71,0,72,77,17,21,38,17,15,16,11,3
164,1830,12,3,4,18,13,5,0,12,19,8,19,9,1,6,52,58,57,14,3,14,23,55,276,116,6,3,49,46,72,153,82,39,11,24,75,52,70,70,1,50,87,20,6,43,30,23,13,7,1
165,1869,17,2,5,19,12,1,0,19,18,10,22,9,4,9,40,36,81,18,3,9,36,64,298,130,3,7,45,44,63,148,80,43,13,20,91,38,64,68,3,57,83,15,12,45,23,18,15,4,5
166,1852,15,2,5,21,16,4,0,11,18,10,23,8,3,6,45,62,79,22,3,8,28,61,285,117,6,3,49,45,78,97,90,51,17,28,78,41,79,71,3,47,100,18,10,36,23,13,9,4,4
167,1767,11,2,6,23,6,3,0,16,24,8,23,12,2,8,34,51,85,11,1,9,37,58,263,129,4,5,48,47,88,121,86,42,12,22,72,37,55,61,1,49,67,15,14,41,20,14,19,4,1
168,1808,13,1,7,22,6,2,0,15,29,6,24,5,4,11,56,72,68,15,1,8,36,59,294,91,5,6,41,34,74,138,83,52,18,26,61,38,59,83,0,38,82,19,10,34,26,12,14,10,0
169,1789,7,1,4,19,11,2,0,12,15,8,23,7,5,4,60,47,74,11,3,14,31,52,286,115,5,4,35,48,59,120,80,45,21,27,84,46,57,78,0,53,74,22,6,37,31,17,18,6,5
170,1847,7,1,5,29,10,1,0,15,16,10,19,13,2,3,58,55,68,9,4,12,39,51,328,101,2,7,45,36,55,158,74,46,13,22,75,49,69,67,0,45,87,22,8,49,20,21,14,4,3
171,1718,10,0,6,26,12,1,0,7,16,9,22,8,2,8,47,53,69,13,0,9,26,57,252,118,7,4,40,32,65,139,65,39,15,24,76,32,62,76,0,43,87,18,12,42,20,15,22,7,5
172,1820,10,1,9,17,14,0,0,12,26,6,17,5,3,9,58,51,69,17,2,9,27,59,280,117,3,5,64,43,72,142,79,43,12,31,86,36,62,64,0,48,78,19,17,40,21,19,6,11,1
173,1818,9,0,5,18,11,1,0,8,18,7,21,11,0,9,57,54,89,9,3,18,28,50,276,110,8,3,50,38,75,133,78,28,20,20,73,38,63,74,1,43,103,23,17,48,29,14,17,5,5
174,1789,11,1,4,19,9,1,0,9,21,10,27,7,0,7,39,65,67,16,4,12,33,58,254,115,7,4,43,48,57,144,83,44,15,21,77,47,74,78,2,48,71,26,9,41,27,13,18,2,1
175,1870,12,1,5,23,10,5,0,14,22,12,26,7,1,7,52,56,77,15,4,12,33,56,310,115,7,7,47,34,72,131,86,55,15,25,81,28,58,73,2,43,92,25,10,41,20,17,15,10,1
176,1761,8,0,3,15,7,3,0,10,18,8,21,6,2,6,49,55,74,15,2,10,32,51,276,135,5,1,49,41,73,122,60,51,17,23,65,43,71,84,0,42,80,21,15,37,24,11,11,9,0
177,1798,15,1,4,7,17,1,0,14,25,6,18,14,2,6,49,70,81,14,2,7,47,49,251,112,3,3,44,52,67,132,88,36,10,18,67,43,68,84,0,52,71,22,21,50,20,13,14,7,1
178,1837,8,1,7,22,11,0,0,12,18,13,19,14,4,9,45,59,57,22,2,9,32,50,310,108,4,2,54,50,69,112,85,46,12,24,80,33,85,67,0,43,83,23,18,44,33,14,12,5,7
179,1834,7,0,0,15,10,2,0,9,22,18,26,4,3,6,51,55,56,15,0,10,35,48,287,122,9,5,49,46,60,135,62,39,19,29,78,46,74,88,1,45,96,19,15,40,30,25,12,8,3
180,1821,11,2,3,17,11,2,0,15,18,13,20,9,2,7,55,46,78,23,2,4,22,46,259,127,3,7,53,43,81,128,74,40,13,32,83,35,70,75,0,45,86,36,12,50,16,21,15,8,3
181,1790,7,0,6,21,7,0,0,14,19,11,21,8,3,6,44,58,68,10,6,14,37,60,254,121,7,13,39,38,78,136,83,34,12,23,71,42,70,74,1,57,75,23,12,41,29,12,13,9,3
182,1763,5,1,3,19,15,5,0,15,17,16,21,7,2,7,43,72,67,13,2,10,33,43,255,125,8,7,36,40,69,112,77,48,11,26,74,40,53,76,2,53,94,24,14,45,26,15,7,8,2
183,1767,12,2,3,11,6,2,0,14,19,13,17,10,4,11,50,53,82,14,3,16,29,52,264,113,6,13,25,40,63,135,79,34,17,28,62,42,76,67,0,46,88,25,16,40,24,15,18,8,0
184,1752,9,0,4,17,10,4,0,13,15,15,24,7,3,10,46,61,78,19,2,8,30,62,234,119,2,3,61,43,64,113,80,49,13,26,88,30,66,71,1,48,64,23,11,46,26,16,12,5,1
185,1869,9,1,2,29,18,2,0,13,11,6,22,10,0,8,61,55,85,20,5,15,29,52,296,121,9,5,38,40,71,131,78,43,12,20,70,46,65,84,0,45,88,19,17,42,32,15,15,12,2
186,1810,11,0,4,21,6,3,0,14,21,17,18,8,1,11,49,58,80,20,1,9,36,52,287,134,2,6,40,33,66,123,81,42,14,17,82,40,61,83,1,44,79,18,16,45,19,17,14,5,1
187,1868,9,0,8,20,14,3,0,12,17,9,19,12,3,4,50,58,76,18,1,11,37,46,290,110,0,4,44,29,86,134,94,39,30,22,70,42,81,85,2,52,81,20,18,45,26,17,10,10,0
188,1767,7,0,5,19,7,3,0,14,18,9,28,12,0,4,33,48,64,17,2,5,30,46,266,135,2,4,34,36,76,141,65,45,16,23,72,41,71,98,1,40,98,27,14,31,16,24,11,8,1
189,1769,7,1,1,18,11,5,0,11,21,10,25,9,3,8,42,63,74,17,3,14,31,50,277,107,3,4,42,45,65,142,85,37,10,15,68,44,68,74,0,45,71,28,8,47,21,23,10,5,1
190,1817,12,4,6,18,14,3,1,14,20,8,21,7,1,3,51,53,63,16,2,13,35,50,266,132,4,2,54,30,66,122,79,39,16,26,72,44,67,80,5,45,108,22,13,45,21,19,16,9,0
191,1832,14,0,6,19,13,2,0,11,15,10,18,9,3,10,53,50,75,11,2,10,27,59,282,141,5,5,37,51,75,142,68,42,14,21,75,50,64,87,0,36,84,21,15,42,17,16,14,7,4
192,1843,9,0,4,22,15,2,0,15,12,11,22,4,2,8,36,57,61,27,2,8,40,57,284,133,4,1,48,53,70,153,90,40,13,28,85,42,60,76,1,44,88,18,14,39,19,13,8,4,1
193,1823,10,2,7,15,10,3,0,7,24,11,23,5,2,9,46,54,74,10,2,12,35,39,284,130,5,3,38,37,88,142,87,32,14,33,67,40,64,88,1,44,93,13,13,46,26,19,6,7,3
194,1858,12,2,4,13,17,4,0,14,15,10,18,9,4,7,37,57,62,17,4,13,34,48,271,143,3,2,49,60,77,128,70,50,18,18,86,45,85,85,1,52,87,19,11,42,17,18,13,6,1
195,1855,15,1,3,25,17,2,0,15,21,11,18,9,2,8,49,53,58,20,3,11,31,49,309,112,2,6,46,37,68,149,74,45,16,22,75,38,79,79,2,46,80,24,12,31,31,24,18,7,2
196,1892,3,0,10,25,19,1,0,13,18,11,23,8,0,3,36,55,69,17,2,13,43,53,304,126,6,2,39,38,64,144,85,45,14,28,78,42,87,75,1,48,75,28,12,55,32,14,18,10,0
197,1774,9,0,6,12,11,0,0,11,20,10,17,7,2,11,49,53,54,12,3,11,33,55,305,131,2,3,48,37,76,139,80,43,21,18,61,39,64,71,0,44,80,25,12,35,13,18,12,9,2
198,1823,10,2,6,20,9,2,0,19,18,13,10,10,3,11,55,50,81,10,4,8,26,56,322,121,4,7,41,42,65,142,74,55,7,15,70,37,67,71,1,43,73,26,15,41,31,14,10,6,0
199,1844,10,1,7,12,9,1,0,8,16,9,17,4,4,10,51,60,75,15,2,7,33,66,276,113,9,2,45,48,85,135,86,47,18,21,94,58,57,76,1,41,77,21,13,45,19,20,13,3,4
200,1825,8,1,6,18,9,2,0,17,13,9,17,11,4,5,48,54,78,14,3,10,43,65,262,122,6,3,47,43,70,149,70,42,21,13,84,36,77,75,2,42,78,28,15,43,28,15,10,8,1
201,1915,9,2,3,22,12,1,0,10,13,5,31,5,3,3,54,57,75,22,1,8,32,52,302,116,4,2,52,39,78,134,91,47,20,21,81,50,78,93,5,58,96,20,16,37,11,21,13,7,3
202,1827,5,1,4,8,10,2,0,7,13,8,30,11,3,7,57,52,65,15,1,8,38,50,302,126,5,1,45,52,64,133,80,41,18,28,81,43,59,71,0,42,79,21,10,52,35,23,10,6,5
203,1821,9,2,2,11,13,2,0,12,22,14,24,9,4,9,50,55,70,11,2,10,44,72,268,132,1,5,43,34,68,125,89,41,15,27,73,46,61,58,1,53,93,20,16,38,36,16,7,5,3
204,1756,10,2,4,18,8,3,0,7,13,8,25,8,2,9,56,58,67,14,1,9,37,58,288,114,3,1,52,40,74,113,71,30,18,19,79,44,73,64,1,44,97,17,9,30,17,17,14,9,1
205,1744,13,0,4,25,8,1,0,10,12,12,24,8,4,12,51,48,73,15,4,7,32,42,261,112,6,6,43,40,70,133,91,36,13,22,79,48,68,68,1,38,67,27,7,37,26,14,15,8,3
206,1838,7,0,5,19,10,5,0,7,18,8,19,11,2,9,62,50,65,14,1,17,32,57,287,110,5,2,50,38,69,126,83,43,18,20,74,39,62,99,1,41,87,25,13,56,36,18,11,6,1
207,1789,11,0,5,14,8,3,0,19,19,16,13,11,2,6,47,50,65,16,4,10,37,48,248,122,5,6,42,36,71,135,78,51,11,35,91,43,73,72,0,46,86,15,7,41,34,13,11,5,8
208,1795,14,2,4,10,4,1,0,16,22,5,21,7,0,9,53,52,63,10,5,10,39,60,283,112,6,8,45,42,61,134,70,46,16,23,76,49,64,62,1,57,80,20,20,43,25,21,12,10,2
209,1839,9,0,7,14,9,2,0,15,18,15,29,8,0,8,58,55,81,17,4,10,31,58,292,110,7,1,36,30,67,122,87,34,21,18,97,52,78,69,2,56,75,26,12,41,26,15,10,3,4
210,1816,11,1,4,25,7,5,0,13,23,13,20,10,0,9,39,50,72,11,1,10,30,52,289,123,2,4,46,38,59,137,86,51,14,25,71,34,63,81,0,52,92,30,10,33,24,18,18,8,2
211,1831,15,1,2,17,12,4,0,11,19,11,26,14,1,8,47,44,80,21,4,10,31,50,299,122,10,7,50,38,68,133,62,50,15,19,54,41,76,80,5,48,84,14,15,41,25,22,12,7,6
212,1799,4,0,5,15,11,3,0,14,12,10,13,8,6,13,56,71,78,16,3,13,26,58,274,114,5,3,42,40,82,139,67,40,17,24,68,52,53,82,2,50,72,23,16,33,32,15,10,7,2
213,1807,8,1,4,5,8,4,0,14,20,6,21,7,2,4,54,49,78,20,2,15,30,61,303,107,6,2,32,39,68,159,79,30,10,27,70,49,57,71,1,51,71,28,15,44,25,21,17,10,2
214,1852,12,0,8,23,5,4,0,11,11,10,21,9,1,9,42,67,68,13,4,6,24,48,316,120,4,3,35,42,76,125,80,42,18,20,84,39,71,83,5,50,99,24,15,53,24,11,10,6,1
215,1766,5,6,7,18,10,1,0,13,22,4,21,6,2,7,52,57,67,15,0,15,26,52,231,120,9,9,38,39,65,134,84,41,17,26,78,46,67,81,0,51,81,25,18,42,22,20,12,2,2
216,1808,8,0,6,19,10,3,0,14,19,6,16,9,2,12,47,49,76,8,6,8,35,55,283,115,5,3,52,41,85,121,78,38,17,14,72,39,71,65,2,53,90,19,18,54,24,16,13,8,4
217,1752,8,2,7,22,9,2,0,13,16,7,13,7,2,8,40,57,71,10,3,19,27,59,246,118,2,4,44,37,60,143,80,45,14,23,75,53,70,66,1,38,86,22,17,42,26,15,15,6,2
218,1815,11,0,1,18,9,5,0,15,23,8,25,9,3,4,49,60,76,13,3,9,28,42,303,119,4,5,55,46,77,125,95,38,14,24,69,37,67,67,2,42,86,18,13,38,19,18,17,5,1
219,1847,12,0,7,23,10,1,0,20,17,11,25,4,1,9,45,57,67,19,2,11,28,53,276,127,4,6,52,45,72,139,75,42,22,16,96,40,61,80,0,51,93,16,10,42,27,14,11,8,0
220,1825,5,0,7,18,14,2,0,12,15,11,25,5,0,11,46,53,75,20,2,12,38,54,288,114,4,6,37,47,96,163,66,49,26,10,81,42,55,70,0,51,62,13,19,48,23,12,10,7,1
221,1826,10,1,5,15,10,4,0,15,22,8,22,10,2,9,44,56,65,15,0,10,38,68,261,137,3,6,46,40,61,134,78,37,13,27,68,39,60,81,0,47,102,24,13,49,23,23,16,7,2
222,1887,10,0,6,13,11,0,0,18,15,4,32,8,2,7,44,63,74,17,0,11,34,54,309,134,1,8,39,52,72,128,88,40,24,16,85,38,71,71,0,61,68,31,14,40,32,21,12,9,0
223,1870,8,1,2,17,11,4,0,14,19,6,27,10,0,6,55,55,80,12,0,9,29,59,304,126,8,4,49,49,75,137,87,36,23,19,86,33,69,75,2,48,77,15,15,48,22,15,13,6,5
224,1863,6,3,3,14,13,2,0,18,14,11,20,7,1,7,48,61,74,15,4,14,38,57,306,113,3,2,39,38,67,133,87,37,16,19,98,41,67,95,0,57,88,27,6,40,19,16,9,8,2
225,1860,12,0,4,27,12,2,0,14,18,11,22,10,2,2,47,48,79,17,2,11,37,63,281,120,8,4,48,48,65,131,76,44,17,22,92,35,66,88,0,45,75,21,15,50,30,19,9,5,6
226,1810,15,1,5,22,6,0,0,12,14,8,19,9,1,6,50,43,83,22,1,15,31,70,277,113,5,3,42,48,62,137,81,47,10,26,68,58,67,61,1,49,76,17,17,48,22,19,14,6,3
227,1822,13,2,6,26,8,4,0,8,21,8,17,9,3,4,42,40,65,10,6,12,30,50,289,117,8,4,41,35,75,152,72,52,13,19,77,47,62,83,1,61,80,16,17,53,22,20,7,11,4
228,1784,3,0,4,17,16,2,0,9,19,10,15,5,1,10,48,49,95,16,1,10,27,53,267,115,6,6,45,53,83,136,73,29,15,21,81,49,56,68,3,53,93,15,12,34,25,21,11,2,2
229,1889,10,0,5,22,5,6,0,15,24,9,20,5,1,6,49,47,89,15,1,7,40,65,291,129,5,4,42,41,78,129,80,43,24,26,94,40,72,69,1,51,84,21,19,41,25,22,9,4,4
230,1849,15,0,6,23,9,4,0,9,22,9,26,13,1,8,44,65,73,21,0,10,40,59,268,115,3,6,51,47,69,139,72,43,14,26,81,51,56,74,0,50,85,12,18,44,26,20,8,12,2
231,1814,7,2,3,16,10,3,1,11,19,5,21,9,5,9,51,51,71,20,3,10,27,60,267,122,6,5,43,44,71,149,85,46,20,28,79,48,58,75,1,36,81,21,14,41,25,14,17,3,1
232,1729,5,1,5,16,14,3,0,11,13,6,24,8,2,11,38,56,74,21,6,10,25,57,233,118,3,3,34,37,66,143,85,50,19,29,65,26,54,76,3,54,95,21,17,33,19,16,18,5,1
233,1815,14,1,8,18,10,1,0,11,25,11,23,6,0,5,51,59,70,13,3,14,29,56,275,127,9,3,45,53,80,105,68,40,12,22,73,41,59,77,3,62,79,24,9,50,29,13,17,12,0
234,1835,9,1,7,14,11,1,0,11,17,18,18,7,4,9,57,47,64,13,3,13,40,46,313,121,4,5,51,48,71,119,72,42,19,22,73,43,65,73,2,57,88,23,8,31,31,20,12,9,3
235,1822,10,0,8,17,14,0,0,12,22,13,19,11,3,11,41,56,73,20,2,7,37,49,311,117,6,3,38,46,54,138,84,39,22,16,65,45,80,69,1,37,76,23,12,45,27,15,15,11,2
236,1855,9,3,6,9,11,7,0,14,13,8,22,6,0,10,53,54,81,18,2,7,30,55,302,121,9,2,43,37,77,154,84,50,15,20,70,41,78,76,4,48,83,18,11,30,27,14,17,6,0
237,1785,4,1,5,22,17,8,0,10,16,8,24,5,1,10,53,65,54,21,2,18,39,46,282,118,4,3,48,48,74,107,65,33,16,21,84,44,62,79,1,47,100,19,16,33,21,15,8,6,2
238,1840,8,0,6,17,14,1,0,23,13,5,16,15,1,9,59,65,73,17,2,11,29,50,289,116,3,9,38,42,66,136,72,42,10,28,73,40,71,79,2,40,80,26,16,56,27,17,13,9,6
239,1864,12,0,7,26,9,1,0,11,25,10,22,7,2,11,45,59,68,21,2,10,36,57,272,116,3,2,45,34,61,154,97,32,14,19,79,35,66,94,2,64,84,21,16,51,21,23,11,5,2
240,1861,8,2,6,19,13,2,0,13,15,8,29,4,6,10,47,40,82,13,4,13,25,70,299,123,6,4,47,52,65,125,75,56,15,25,70,36,68,66,3,55,84,28,13,49,30,14,16,7,1
241,1779,3,0,3,17,9,2,0,13,10,11,20,4,2,4,43,73,69,13,2,13,40,44,300,127,2,4,44,33,75,117,75,41,11,19,71,45,67,84,2,47,77,22,12,44,21,23,13,2,6
242,1881,13,0,5,18,13,2,0,16,17,7,21,6,2,5,51,67,78,22,3,16,40,44,316,134,3,2,50,48,73,113,89,35,14,24,81,39,67,72,2,52,81,22,19,45,23,13,12,5,1
243,1872,7,1,4,26,9,1,0,13,24,8,23,8,2,14,47,62,63,16,0,13,36,69,275,135,4,4,49,37,84,123,76,35,27,24,93,48,47,74,1,43,90,24,15,52,19,24,14,6,3
244,1854,6,1,5,14,11,0,0,16,12,6,16,13,3,8,37,65,65,12,0,10,26,55,275,128,5,2,50,40,73,145,82,42,12,29,86,46,81,88,0,57,89,19,23,46,22,16,5,10,2
245,1739,14,2,6,14,17,1,0,9,20,15,18,12,6,12,39,34,71,18,2,14,31,48,282,98,4,5,41,39,77,132,61,36,18,25,71,38,74,87,3,44,83,26,7,33,15,19,12,3,3
246,1861,16,1,4,17,7,2,0,14,24,9,21,7,1,10,41,61,56,14,2,12,33,72,297,109,3,6,48,53,59,114,59,44,16,16,84,46,72,96,3,56,85,31,13,51,37,22,9,7,1
247,1869,6,0,6,18,12,7,0,12,24,9,23,9,2,9,32,60,72,13,2,13,27,58,300,117,7,3,54,33,67,135,84,35,26,21,83,43,94,87,1,41,82,24,13,39,25,16,9,12,4
248,1850,13,1,4,27,8,2,0,16,18,10,22,6,4,13,44,54,79,19,3,11,38,54,281,120,4,6,51,42,65,156,88,48,23,28,67,37,66,75,2,45,75,18,9,38,24,9,17,9,1
249,1814,7,1,10,21,14,3,0,15,16,12,24,9,4,6,35,52,75,13,2,7,38,58,272,126,1,11,47,38,72,154,91,47,7,17,67,39,62,79,3,45,77,21,11,44,20,21,13,5,2
250,1882,7,0,4,16,5,1,0,10,14,8,29,6,1,9,60,54,71,11,0,9,25,65,297,119,1,2,42,49,71,144,98,43,11,20,85,60,72,86,2,49,84,20,14,49,18,19,16,3,3
251,1809,11,2,11,19,6,3,0,18,18,8,14,12,1,6,55,53,73,19,5,8,23,52,277,124,3,3,39,43,76,138,88,38,15,26,70,39,70,84,0,34,90,20,14,41,19,25,8,4,4
252,1786,12,1,7,21,3,4,0,8,12,14,15,7,2,10,44,53,73,9,3,10,28,59,271,130,9,6,37,28,82,142,80,47,12,19,65,41,62,77,2,54,86,24,9,40,26,18,10,12,2
253,1769,10,3,5,13,9,0,0,12,14,11,18,13,6,6,50,51,75,17,0,10,32,54,302,109,7,5,40,40,73,125,67,44,10,18,67,42,63,65,1,49,71,23,18,43,24,24,18,11,1
254,1811,5,0,10,25,9,4,0,12,30,7,26,11,2,7,47,56,68,11,3,6,25,52,267,134,1,4,43,44,61,131,89,37,16,20,77,42,66,91,0,38,77,22,15,42,26,21,18,10,3
255,1787,5,0,8,12,10,4,0,9,19,12,28,6,2,10,44,64,73,17,1,16,25,53,251,141,7,5,49,40,56,122,102,47,16,17,81,32,57,74,2,55,85,18,12,34,27,17,13,7,2
256,1837,13,4,9,19,11,0,0,14,18,10,26,7,4,10,47,53,56,11,4,14,18,61,308,116,7,9,54,37,81,136,70,36,17,18,89,52,63,78,0,42,73,25,6,38,29,17,19,6,2
257,1848,9,1,4,15,15,5,0,17,17,11,23,8,6,6,50,49,87,16,2,7,38,45,278,112,7,2,49,44,68,135,96,47,20,25,73,47,68,78,0,46,84,20,13,34,28,17,19,6,1
258,1868,6,2,8,16,12,2,0,17,23,8,22,14,0,12,54,79,59,27,4,13,34,65,291,116,10,2,50,28,77,139,64,37,9,17,83,34,71,80,2,58,83,23,21,32,33,11,10,5,5
259,1807,4,0,4,9,10,2,0,17,18,6,20,7,2,10,61,52,87,9,2,7,38,53,287,108,2,2,42,33,60,139,83,54,19,27,73,34,68,76,1,53,85,23,13,55,27,15,8,1,1
260,1754,6,0,3,16,10,2,0,12,19,10,29,9,4,9,43,47,55,10,4,10,34,50,276,118,2,6,39,46,79,123,84,42,15,28,81,32,64,80,0,43,84,15,18,41,24,15,14,1,2
261,1779,12,0,6,24,18,0,0,10,19,13,22,8,1,14,65,43,62,12,3,4,33,57,321,134,1,3,43,38,58,107,74,44,18,12,74,43,57,62,3,47,70,18,15,40,24,20,14,9,4
